Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-216;0566;DISTRIBUIDORA ELÉCTRICA NAVASFRIAS, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112.568;0;0;33.389;0;0;0;0;0;0;0;0;0;0;0;0;112.553;3.334;0;0;0;0;0
R1-216;0566;DISTRIBUIDORA ELÉCTRICA NAVASFRIAS, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.614;0;0;14.572;0;0;0;0;0;0;0;0;0;0;0;0;50.383;2.053;0;0;0;0;0
R1-216;0566;DISTRIBUIDORA ELÉCTRICA NAVASFRIAS, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.238;0;0;23.497;0;0;0;0;0;0;0;0;0;0;0;0;82.188;3.092;0;0;0;0;0
R1-216;0566;DISTRIBUIDORA ELÉCTRICA NAVASFRIAS, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.681;0;0;37.396;0;0;0;0;0;0;0;0;0;0;0;0;123.783;4.247;0;0;0;0;0
R1-216;0566;DISTRIBUIDORA ELÉCTRICA NAVASFRIAS, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578.167;0;0;177.551;0;0;0;0;0;0;0;0;0;0;0;0;605.142;21.204;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87.037;0;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.978;0;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.983;0;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.938;0;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.828;0;0;0;0;0;0
R1-217;0248;ELÉCTRICA MESTANZA R.V., S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563.333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501.622;0;0;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154.210;30.929;275.715;2.168.418;0;0;0;0;0;0;130;809;0;0;0;0;0;0;0;1.702.653;0;1.300.652;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124.568;37.098;334.921;2.736.130;0;0;0;0;0;0;140;988;0;0;0;0;0;0;0;2.073.952;0;1.593.049;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.498;20.982;162.544;1.334.208;0;0;0;0;0;0;73;198;0;0;0;0;0;0;0;1.013.574;0;862.183;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150.714;29.769;253.501;2.099.554;0;0;0;0;0;0;106;1.191;0;0;0;0;0;0;0;1.604.923;0;1.350.534;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.298;45.516;352.076;2.891.520;0;0;0;0;0;0;292;4.568;0;0;0;0;0;0;0;2.299.711;0;1.893.441;0;0;0;0
R1-218;0418;HIDROELÉCTRICA DE CATALUNYA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449.365;173.901;1.396.112;11.760.023;0;0;0;0;0;0;669;10.546;0;0;0;0;0;0;0;9.826.735;0;7.245.398;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131.237;0;0;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216.829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185.656;0;0;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.528;0;0;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153.941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133.110;0;0;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.827;0;0;0;0;0;0
R1-220;0216;ELÉCTRICA DE CANTOÑA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.059.517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903.825;0;0;0;0;0;0
R1-221;0236;ELÉCTRICA GILENA, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733.744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578.720;0;67.213;0;0;0;0
R1-221;0236;ELÉCTRICA GILENA, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.051.993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;759.023;0;110.721;0;0;0;0
R1-221;0236;ELÉCTRICA GILENA, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438.492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363.658;0;27.799;0;0;0;0
